index,symbol,message,timestamp_raw,timestamp_iso,prob_positive,prob_negative,prob_neutral,pred_label,confidence,sentiment_signed
1,AAPL,Which of these Mag 7 stocks are you most bullish on right now?,,,0.04052238538861275,0.08010933548212051,0.8793683052062988,neutral,0.8793683052062988,-0.03958695009350777
2,AAPL,"$AAPL My stop losses hit on these puts. Thank goodness!

Glad to see everyone win on the other side! A majority of the time I win, but not all. 

Bulls deserved this one. 

💪🏼🫡",2025-11-12T11:52:16Z,2025-11-12T11:52:16+00:00,0.5067930221557617,0.027008922770619392,0.4661980867385864,positive,0.5067930221557617,0.4797840993851423
3,AAPL,$AAPL I hope it not one of those days….market pumps green and we are red….,2025-11-12T11:35:00Z,2025-11-12T11:35:00+00:00,0.10679325461387634,0.05504073202610016,0.8381659388542175,neutral,0.8381659388542175,0.051752522587776184
4,AAPL,$AAPL,2025-11-12T10:38:08Z,2025-11-12T10:38:08+00:00,0.15025931596755981,0.014375782571732998,0.8353648781776428,neutral,0.8353648781776428,0.13588353339582682
5,AAPL,I think shares of $AAPL might have my name on them...,2025-11-12T10:38:08Z,2025-11-12T10:38:08+00:00,0.04623746499419212,0.034321025013923645,0.9194414615631104,neutral,0.9194414615631104,0.011916439980268478
6,AAPL,$AAPL Thinking about a scenario here. If it closes the week $280-285+ and then we get Google partnership announcement + holiday sales estimates from analyst (Black Friday coming up) + feds cut rates + expected record quarter! If it all plays out we are looking at $325+ by EOY! It has lagged other Mag7 but latest change in narrative around AI capex could be explosive here! Let’s see how it all plays out! 😎,2025-11-12T10:20:11Z,2025-11-12T10:20:11+00:00,0.1461351066827774,0.15610048174858093,0.6977643966674805,neutral,0.6977643966674805,-0.009965375065803528
7,AAPL,$AAPL $300 🍏✅ Bullish,2025-11-12T10:19:18Z,2025-11-12T10:19:18+00:00,0.20418763160705566,0.03678397834300995,0.7590283751487732,neutral,0.7590283751487732,0.16740365326404572
8,AAPL,"$MVST i ve been holding onto $SOFI Bought at 5 / 6 . 
Same here...holding ...though i am still wishing bigger contracts and partners.
But this one is profitable more or less... and compared to other EV / battery stocks
Sold $PLTR and $HOOD and $AAPL way too early... 🤦🏻‍♂️🤷🏻‍♂️😊😊 Bullish",2025-11-12T09:37:48Z,2025-11-12T09:37:48+00:00,0.5610965490341187,0.06632950901985168,0.3725738525390625,positive,0.5610965490341187,0.49476704001426697
9,AAPL,$MVST i heard someone say this reminded them of the ER that SOFI had while it was still trading in sub 10$ levels. I agree. I was in that one too. I sold it tho.. i won’t make that mistake again. Could cool for accumulation before they let it go again tho. I’ll be playing options the whole way up. Low and slow baby Bullish,2025-11-12T09:37:48Z,2025-11-12T09:37:48+00:00,0.07573486119508743,0.04106346145272255,0.8832016587257385,neutral,0.8832016587257385,0.03467139974236488
10,AAPL,$AAPL Nothing can pullback again. Propping overnight. Well this would be the end for me.,2025-11-12T09:33:28Z,2025-11-12T09:33:28+00:00,0.07955469191074371,0.16693691909313202,0.7535083293914795,neutral,0.7535083293914795,-0.0873822271823883
11,AAPL,$AAPL it’s coming #300 Bullish,2025-11-12T09:11:48Z,2025-11-12T09:11:48+00:00,0.6560308337211609,0.10310611128807068,0.24086299538612366,positive,0.6560308337211609,0.5529247224330902
12,AAPL,$AMZN $AAPL $TSLA $AMD $NVDA,2025-11-12T07:50:43Z,2025-11-12T07:50:43+00:00,0.08858662843704224,0.01293367799371481,0.898479700088501,neutral,0.898479700088501,0.07565295044332743
13,AAPL,$AAPL 280 by lunch. Calls are gonna print. Now I can sleep easy 🚀🚀 Bullish,2025-11-12T07:48:56Z,2025-11-12T07:48:56+00:00,0.052951619029045105,0.04911879450082779,0.8979295492172241,neutral,0.8979295492172241,0.0038328245282173157
14,AAPL,$AAPL finance.yahoo.com/news/taiw... Bullish,2025-11-12T07:07:33Z,2025-11-12T07:07:33+00:00,0.03835770860314369,0.02142646163702011,0.9402157664299011,neutral,0.9402157664299011,0.01693124696612358
